movie_title,release_date,genre,meta_mixed,meta_negative,meta_positive,metascore,user_mixed,user_negative,user_positive,userscore
Kick-Ass,16-Apr-10,"Action,Thriller,Crime",7,4,27,66,84,52,1031,8.5
The Secret in Their Eyes,16-Apr-10,"Drama,Mystery,Thriller,Romance,Crime",1,3,32,80,15,5,180,8.6
Exit Through the Gift Shop,16-Apr-10,"Comedy,Documentary",1,0,26,85,9,4,110,8.2
Letters to God,9-Apr-10,"Drama,Family",4,3,0,31,0,13,16,5.4
After.Life,9-Apr-10,"Drama,Thriller,Horror",13,6,2,36,18,13,41,6.8
La mission,9-Apr-10,Drama,11,2,4,47,2,3,10,6.5
The Misfortunates,9-Apr-10,"Drama,Comedy",3,2,6,54,0,1,5,7.2
When You're Strange,9-Apr-10,"Music,Documentary",9,3,6,55,3,0,11,8.0
Date Night,9-Apr-10,"Thriller,Comedy,Romance",15,2,20,56,85,47,114,5.8
Everyone Else,9-Apr-10,"Drama,Romance",0,2,14,71,1,0,7,8.1
The Square,9-Apr-10,"Drama,Thriller",4,0,20,75,8,0,14,7.1
Why Did I Get Married Too?,2-Apr-10,Comedy,10,2,2,43,4,11,23,6.4
Leaves of Grass,2-Apr-10,"Drama,Thriller,Comedy,Crime",6,0,4,58,6,2,21,7.2
Warlords,2-Apr-10,"Action,Drama,History,War",3,1,12,70,7,7,17,6.3
Clash of the Titans,1-Apr-10,"Action,Adventure,Drama,Fantasy",15,13,9,39,176,138,136,4.9
The Last Song,31-Mar-10,"Drama,Romance",14,10,3,33,16,64,74,5.4
Chloe,26-Mar-10,"Drama,Thriller",19,4,10,48,35,13,30,5.6
Hot Tub Time Machine,26-Mar-10,"Sci-Fi,Comedy",13,1,22,63,78,40,157,6.5
The Eclipse,26-Mar-10,"Drama,Horror,Romance",5,0,16,67,3,3,7,6.1
Waking Sleeping Beauty,26-Mar-10,Documentary,5,0,13,70,2,1,8,7.5
Blue Beard,26-Mar-10,Fantasy,3,0,9,73,1,0,4,7.2
How to Train Your Dragon,26-Mar-10,"Adventure,Drama,Fantasy,Comedy,Animation,Family",4,0,29,74,39,11,687,8.7
The Bounty Hunter,19-Mar-10,"Action,Comedy,Romance,Crime",4,26,1,22,33,50,24,4.1
Repo Men,19-Mar-10,"Action,Sci-Fi,Thriller",12,16,3,32,34,28,56,5.9
Diary of a Wimpy Kid,19-Mar-10,"Comedy,Family",12,2,13,56,43,14,56,6.3
The Runaways,19-Mar-10,"Drama,Music",10,0,26,65,18,11,110,8.0
City Island,19-Mar-10,"Drama,Comedy",8,0,20,66,9,0,50,8.2
Greenberg,19-Mar-10,"Drama,Comedy",4,0,35,76,37,50,70,5.5
The Girl with the Dragon Tattoo,19-Mar-10,"Mystery,Thriller,Crime",5,0,31,76,28,15,177,7.6
IMAX: Hubble 3D,19-Mar-10,Documentary,4,0,9,79,2,1,17,8.5
Vincere,19-Mar-10,"Biography,Drama,History",2,0,22,85,2,4,16,7.0
Stolen,12-Mar-10,"Drama,Mystery,Thriller,Crime",9,3,0,34,4,1,5,6.7
Remember Me,12-Mar-10,"Drama,Romance",10,11,8,40,21,24,167,7.7
She's Out of My League,12-Mar-10,"Comedy,Romance",12,7,10,46,40,13,69,6.6
Green Zone,12-Mar-10,"Action,Drama,Thriller,War",13,0,25,63,69,31,132,6.5
Mother,12-Mar-10,"Drama,Mystery,Thriller,Crime",4,0,27,79,5,3,66,8.2
Brooklyn's Finest,5-Mar-10,"Action,Drama,Thriller,Crime",24,3,6,43,20,14,30,5.6
Alice in Wonderland,5-Mar-10,"Adventure,Fantasy,Family",16,4,18,53,265,157,326,5.8
The Secret of Kells,5-Mar-10,"Adventure,Fantasy,Animation",1,0,19,81,8,4,61,7.8
Cop Out,26-Feb-10,"Action,Comedy,Crime",15,20,0,31,48,51,52,5.1
The Crazies,26-Feb-10,"Sci-Fi,Mystery,Thriller",13,3,14,55,54,11,116,7.1
The Yellow Handkerchief,26-Feb-10,"Drama,Romance",9,1,17,62,2,2,8,6.9
The Art of the Steal,26-Feb-10,Documentary,1,0,18,75,1,0,9,7.8
A Prophet,26-Feb-10,"Drama,Crime",0,0,31,90,13,4,188,8.6
Happy Tears,19-Feb-10,Drama,6,9,2,35,1,5,8,5.9
The Good Guy,19-Feb-10,"Comedy,Romance",5,3,5,47,2,1,8,7.6
Shutter Island,19-Feb-10,"Drama,Mystery,Thriller",7,4,26,63,93,60,1152,8.5
The Ghost Writer,19-Feb-10,"Drama,Mystery,Thriller",5,0,30,77,26,24,186,7.4
Lourdes,17-Feb-10,Drama,1,1,7,71,1,1,7,7.1
Valentine's Day,12-Feb-10,"Comedy,Romance",14,15,4,34,38,45,48,5.0
The Wolfman,12-Feb-10,"Thriller,Horror",19,9,8,43,68,39,64,5.5
Percy Jackson & the Olympians: The Lightning Thief,12-Feb-10,"Adventure,Fantasy",18,4,9,47,117,108,119,5.1
My Name Is Khan,12-Feb-10,"Drama,Romance",3,1,3,50,8,21,176,8.6
From Paris with Love,5-Feb-10,"Action,Thriller,Crime",16,9,7,42,33,9,74,7.4
Dear John,5-Feb-10,"Drama,Romance,War",25,5,4,43,39,21,54,6.2
Frozen,5-Feb-10,"Drama,Thriller",8,4,4,43,27,19,41,6.2
District 13: Ultimatum,5-Feb-10,"Action,Sci-Fi",7,0,12,64,12,6,54,7.8
Terribly Happy,5-Feb-10,Drama,3,0,15,74,5,0,7,7.3
Ajami,3-Feb-10,Drama,0,0,22,82,1,2,20,8.1
When in Rome,29-Jan-10,"Comedy,Romance",6,17,1,25,11,27,25,5.0
Edge of Darkness,29-Jan-10,"Drama,Thriller,Crime",14,3,17,55,40,13,70,6.6
North Face,29-Jan-10,"Adventure,Drama,History,Sport",3,0,14,67,1,1,13,7.9
To Save a Life,22-Jan-10,Drama,0,7,1,19,6,10,27,6.8
Legion,22-Jan-10,"Action,Thriller,Fantasy",8,6,0,32,35,99,66,4.4
Tooth Fairy,22-Jan-10,"Fantasy,Comedy,Family",12,10,2,36,15,35,19,4.4
Extraordinary Measures,22-Jan-10,Drama,24,3,6,45,13,4,19,6.6
Creation,22-Jan-10,"Biography,Drama",14,2,12,51,6,1,15,7.2
The Girl on the Train,22-Jan-10,Drama,5,0,16,68,1,1,2,5.3
The Spy Next Door,15-Jan-10,"Action,Comedy,Family",7,13,1,27,16,53,17,3.0
44 Inch Chest,15-Jan-10,"Drama,Crime",13,1,4,47,5,7,7,5.2
The Book of Eli,15-Jan-10,"Action,Adventure,Drama,Thriller,Western",14,4,15,53,98,48,298,7.2
Fish Tank,15-Jan-10,Drama,3,0,28,81,16,3,48,7.4
Crazy on the Outside,8-Jan-10,"Comedy,Crime",3,4,0,21,1,5,5,4.6
Leap Year,8-Jan-10,"Comedy,Romance",14,13,3,33,22,14,35,6.0
Daybreakers,8-Jan-10,"Action,Sci-Fi,Drama,Thriller,Fantasy,Horror",12,3,16,57,71,25,115,6.7
Youth in Revolt,8-Jan-10,"Drama,Comedy,Romance",10,0,25,63,42,11,254,8.7
The Loss of a Teardrop Diamond,30-Dec-09,"Drama,Romance",8,2,5,51,1,3,5,5.7
The Chaser,30-Dec-09,Thriller,4,0,7,64,2,1,19,8.0
The White Ribbon,30-Dec-09,"Drama,Mystery,Crime",3,1,29,82,14,7,104,8.0
It's Complicated,25-Dec-09,"Comedy,Romance",12,1,17,57,34,41,63,5.4
Sherlock Holmes,25-Dec-09,"Action,Adventure,Mystery,Thriller,Crime",13,4,17,57,105,46,522,7.4
The Imaginarium of Doctor Parnassus,25-Dec-09,"Adventure,Mystery,Fantasy",7,1,22,65,60,16,134,7.1
Sita Sings the Blues,25-Dec-09,"Fantasy,Comedy,Romance,Animation,Musical",0,0,11,93,3,11,35,7.1
Alvin and the Chipmunks: The Squeakquel,23-Dec-09,"Fantasy,Comedy,Romance,Music,Animation,Family",13,4,3,41,42,57,30,4.3
"Police, Adjective",23-Dec-09,"Drama,Comedy,Crime",2,0,21,81,2,6,10,6.1
Did You Hear About the Morgans?,18-Dec-09,"Drama,Comedy,Romance",7,19,2,27,10,6,5,5.2
Nine,18-Dec-09,"Drama,Romance,Musical",17,6,10,49,51,104,84,4.5
The Young Victoria,18-Dec-09,"Biography,Drama,History,Romance",7,1,21,64,9,1,59,8.0
Avatar,18-Dec-09,"Action,Adventure,Sci-Fi,Fantasy",4,0,31,83,479,442,2304,7.5
A Town Called Panic,16-Dec-09,Animation,3,1,16,70,5,0,20,8.2
Crazy Heart,16-Dec-09,"Drama,Romance,Music",1,0,31,83,36,11,140,7.5
The Slammin' Salmon,11-Dec-09,Comedy,6,4,1,40,8,1,8,6.3
The Lovely Bones,11-Dec-09,"Drama,Thriller,Fantasy",19,10,7,42,87,42,138,6.2
"My Son, My Son, What Have Ye Done",11-Dec-09,"Drama,Horror",6,1,6,59,3,4,6,5.9
Invictus,11-Dec-09,"Biography,Drama,History,Sport",7,0,27,74,43,15,145,7.2
A Single Man,11-Dec-09,Drama,2,1,32,77,26,6,186,8.2
Serious Moonlight,4-Dec-09,"Comedy,Romance,Crime",8,5,3,36,3,2,2,4.6
Everybody's Fine,4-Dec-09,Drama,8,7,10,47,11,4,44,7.4
Armored,4-Dec-09,"Action,Drama,Thriller",10,1,2,50,15,12,45,7.3
Brothers,4-Dec-09,"Drama,Thriller,War",17,2,12,58,33,7,222,8.5
The Last Station,4-Dec-09,"Biography,Drama,History",4,0,30,76,4,3,39,7.7
Up in the Air,4-Dec-09,"Drama,Romance",4,0,32,83,74,64,379,7.4
The Private Lives of Pippa Lee,27-Nov-09,"Drama,Romance",10,1,5,49,5,2,4,5.9
Old Dogs,25-Nov-09,"Comedy,Family",5,16,1,19,22,53,49,5.0
Ninja Assassin,25-Nov-09,"Action,Drama,Thriller,Crime",8,9,3,34,35,44,125,6.7
The Road,25-Nov-09,"Adventure,Drama,Thriller",6,1,26,64,60,22,251,7.5
The Princess and the Frog,25-Nov-09,"Fantasy,Romance,Animation,Family,Musical",6,0,23,73,44,12,149,7.4
Me and Orson Welles,25-Nov-09,Drama,4,0,26,73,8,1,18,7.4
Planet 51,20-Nov-09,"Adventure,Sci-Fi,Fantasy,Comedy,Animation,Family",15,4,2,39,30,53,64,5.3
The Twilight Saga: New Moon,20-Nov-09,"Drama,Fantasy,Romance",16,7,9,44,122,326,187,4.1
Mammoth,20-Nov-09,Drama,7,2,3,51,3,3,7,5.8
The Blind Side,20-Nov-09,"Biography,Drama,Sport",10,3,16,53,65,39,267,7.4
The Bad Lieutenant: Port of Call - New Orleans,20-Nov-09,"Drama,Crime",6,1,25,69,31,15,64,6.7
Broken Embraces,20-Nov-09,"Drama,Thriller,Romance",5,1,26,76,5,4,34,7.3
Red Cliff,18-Nov-09,"Action,Adventure,Drama,History,War",2,0,20,73,12,3,48,7.6
Oh My God,13-Nov-09,Documentary,5,3,1,30,4,2,7,6.6
Uncertainty,13-Nov-09,Drama,4,3,2,45,4,2,6,6.6
2012,13-Nov-09,"Action,Adventure,Sci-Fi,Drama,Thriller",14,6,14,49,228,186,274,5.5
Dare,13-Nov-09,Drama,5,0,4,54,3,3,6,5.9
Pirate Radio,13-Nov-09,"Drama,Comedy,Romance,Music",11,2,18,58,26,15,56,6.5
The Messenger,13-Nov-09,"Drama,Romance,War",4,1,27,77,4,4,46,7.5
Fantastic Mr. Fox,13-Nov-09,"Adventure,Comedy,Crime,Animation,Family",1,1,32,83,26,31,436,8.3
The Fourth Kind,6-Nov-09,"Sci-Fi,Mystery,Thriller",16,9,2,34,34,21,34,5.7
Splinterheads,6-Nov-09,Comedy,5,2,1,41,2,2,8,7.8
The Box,6-Nov-09,"Sci-Fi,Drama,Mystery,Thriller",10,6,8,47,46,139,39,2.8
The Men Who Stare at Goats,6-Nov-09,"Comedy,War",11,4,18,54,55,36,94,6.4
A Christmas Carol,6-Nov-09,"Drama,Fantasy,Animation,Family",16,2,14,55,42,19,124,7.1
Collapse,6-Nov-09,Documentary,4,1,10,71,4,1,20,8.0
That Evening Sun,6-Nov-09,Drama,2,0,10,75,2,0,5,6.6
Precious: Based on the Novel 'Push' by Sapphire,6-Nov-09,Drama,3,1,32,79,17,17,178,8.0
The Boondock Saints II: All Saints Day,30-Oct-09,"Action,Drama,Thriller,Crime",3,13,0,24,18,35,59,6.0
Gentlemen Broncos,30-Oct-09,Comedy,7,13,1,28,3,14,27,5.9
The House of the Devil,30-Oct-09,"Thriller,Horror",1,0,17,73,17,13,60,6.9
This Is It,28-Oct-09,"Music,Documentary",9,3,20,67,16,28,153,7.8
Saw VI,23-Oct-09,"Mystery,Thriller,Horror",6,5,1,30,77,45,127,6.4
Motherhood,23-Oct-09,Comedy,5,7,3,34,1,3,9,7.3
Amelia,23-Oct-09,"Adventure,Biography,Drama,Romance",14,11,9,37,7,9,16,5.8
Cirque du Freak: The Vampire's Assistant,23-Oct-09,"Action,Adventure,Thriller,Fantasy,Horror,Comedy",15,5,5,43,22,26,41,5.7
Ong Bak 2,23-Oct-09,Action,10,3,5,47,11,3,12,6.5
Antichrist,23-Oct-09,Drama,10,11,13,49,41,21,131,7.3
Astro Boy,23-Oct-09,"Action,Sci-Fi,Animation,Family",15,0,7,53,31,14,41,6.0
The Stepfather,16-Oct-09,"Mystery,Thriller",7,3,1,33,18,12,19,5.7
Law Abiding Citizen,16-Oct-09,"Drama,Thriller,Crime",11,12,3,34,57,45,206,6.9
"New York, I Love You",16-Oct-09,"Drama,Romance",12,2,12,49,20,15,15,5.3
Where the Wild Things Are,16-Oct-09,"Adventure,Drama,Fantasy,Family",14,0,23,71,60,102,240,6.5
The Maid,16-Oct-09,Drama,0,0,24,82,4,1,24,8.4
Couples Retreat,9-Oct-09,Comedy,7,18,2,23,29,91,35,3.3
Adventures of Power,9-Oct-09,"Comedy,Music",7,2,0,39,1,1,3,7.2
Peter and Vandy,9-Oct-09,"Drama,Romance",3,3,3,44,1,1,3,6.4
Trucker,9-Oct-09,Drama,8,1,4,61,3,1,7,7.5
Bronson,9-Oct-09,"Action,Biography,Drama,Thriller,Crime",2,3,17,71,27,4,116,7.6
Good Hair,9-Oct-09,"Comedy,Documentary",3,0,24,72,1,4,14,6.9
The Damned United,9-Oct-09,"Biography,Drama,Sport",2,0,25,81,4,0,50,8.4
An Education,9-Oct-09,Drama,2,0,32,85,24,12,184,7.8
The Yes Men Fix the World,7-Oct-09,Documentary,3,0,16,71,2,0,8,8.0
A Beautiful Life,2-Oct-09,Drama,1,6,0,13,1,13,2,1.7
The Invention of Lying,2-Oct-09,"Fantasy,Comedy,Romance",10,3,18,58,43,32,71,5.8
More Than a Game,2-Oct-09,"Sport,Documentary",8,1,9,59,1,1,7,8.3
Afterschool,2-Oct-09,Drama,3,1,7,66,4,2,7,6.2
Whip It,2-Oct-09,"Drama,Sport,Comedy",8,0,24,68,26,17,76,6.9
Zombieland,2-Oct-09,"Action,Adventure,Horror,Comedy",6,0,25,73,61,48,1024,8.6
A Serious Man,2-Oct-09,Drama,2,3,30,79,56,56,188,6.8
I Hope They Serve Beer in Hell,25-Sep-09,Comedy,2,10,3,26,3,19,16,4.6
Pandorum,25-Sep-09,"Action,Sci-Fi,Thriller,Horror",2,9,2,28,47,70,245,6.5
Fame,25-Sep-09,"Drama,Comedy,Romance,Family,Musical",15,8,3,39,9,20,14,4.6
Brief Interviews with Hideous Men,25-Sep-09,"Drama,Comedy",11,1,4,44,2,2,7,6.6
Surrogates,25-Sep-09,"Action,Sci-Fi,Thriller",9,5,7,45,61,23,63,5.9
The Boys Are Back,25-Sep-09,Drama,10,1,17,57,5,6,11,5.5
Coco Before Chanel,25-Sep-09,"Biography,Drama",8,1,21,65,14,0,21,7.0
Paranormal Activity,25-Sep-09,"Thriller,Horror",5,1,18,68,119,182,344,5.9
Capitalism: A Love Story,23-Sep-09,Documentary,9,3,24,61,13,45,124,6.7
Love Happens,18-Sep-09,"Drama,Romance",15,10,1,33,8,7,14,5.6
The Burning Plain,18-Sep-09,"Drama,Romance,Crime",7,6,5,45,9,5,33,7.5
Jennifer's Body,18-Sep-09,"Thriller,Fantasy,Horror,Comedy",14,6,9,47,50,60,90,5.6
The Informant!,18-Sep-09,"Drama,Thriller,Comedy",12,0,25,66,35,51,77,5.2
Cloudy with a Chance of Meatballs,18-Sep-09,"Comedy,Animation,Family",5,1,18,66,43,11,204,7.6
Paris,18-Sep-09,"Drama,Comedy,Romance",5,0,16,68,3,4,4,5.1
Disgrace,18-Sep-09,Drama,4,0,14,71,2,2,7,6.5
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,16-Sep-09,Documentary,1,0,17,75,0,1,12,7.6
Bright Star,16-Sep-09,"Biography,Drama,Romance",4,0,30,81,8,15,67,7.2
35 Shots of Rum,16-Sep-09,Drama,1,0,16,92,6,17,33,6.3
Sorority Row,11-Sep-09,"Thriller,Horror",5,6,0,24,23,23,205,8.6
The Other Man,11-Sep-09,Drama,6,2,0,34,5,5,5,4.9
Beyond a Reasonable Doubt,11-Sep-09,"Drama,Mystery,Thriller,Crime",9,2,0,35,1,5,10,6.1
Not Forgotten,11-Sep-09,Thriller,5,1,3,48,1,3,4,5.4
I Can Do Bad All by Myself,11-Sep-09,"Drama,Comedy",5,3,5,55,1,13,20,5.9
9,9-Sep-09,"Adventure,Sci-Fi,Drama,Fantasy,Animation",14,0,17,60,64,25,185,7.2
Crude,9-Sep-09,Documentary,3,1,17,75,0,1,4,7.0
All About Steve,4-Sep-09,Comedy,1,24,2,17,24,62,36,4.2
Gamer,4-Sep-09,"Action,Sci-Fi,Thriller",4,8,1,27,51,110,97,4.8
Extract,4-Sep-09,"Comedy,Romance,Crime",12,1,20,61,30,19,45,6.1
Black Dynamite,4-Sep-09,"Action,Comedy,Crime",7,0,7,65,6,4,84,8.5
Amreeka,4-Sep-09,Drama,5,0,19,73,1,0,13,8.0
The Final Destination,28-Aug-09,"Thriller,Horror",6,8,0,30,70,96,74,4.8
Halloween II (2009),28-Aug-09,"Thriller,Horror",9,7,1,35,35,72,77,5.1
St. Trinian's,28-Aug-09,Comedy,6,3,1,39,4,4,5,5.8
The September Issue,28-Aug-09,Documentary,4,0,24,69,4,2,13,6.8
Big Fan,28-Aug-09,"Drama,Sport,Comedy,Crime",6,0,21,70,7,3,18,6.9
Taking Woodstock,26-Aug-09,"Drama,Comedy,Music",17,1,17,55,14,6,28,6.6
Post Grad,21-Aug-09,Comedy,13,10,2,35,6,1,6,6.6
Shorts,21-Aug-09,"Fantasy,Comedy,Family",11,2,9,53,10,16,12,4.6
Casi divas,21-Aug-09,"Comedy,Musical",5,0,3,55,4,2,1,4.3
Fifty Dead Men Walking,21-Aug-09,"Drama,Thriller",5,2,9,57,2,1,8,7.3
Art & Copy,21-Aug-09,Documentary,2,1,7,62,0,2,6,6.5
Five Minutes of Heaven,21-Aug-09,"Drama,Thriller,Crime",3,1,11,62,4,0,12,7.8
My One and Only,21-Aug-09,"Drama,Comedy",9,0,13,62,1,2,21,8.5
World's Greatest Dad,21-Aug-09,"Drama,Comedy",5,0,19,69,12,7,52,7.4
The Baader Meinhof Complex,21-Aug-09,"Action,Biography,Drama,History,Crime",3,0,19,76,3,1,24,7.6
Still Walking,21-Aug-09,Drama,0,0,21,89,3,0,30,8.7
The Headless Woman,19-Aug-09,"Drama,Mystery,Thriller",1,1,10,81,6,6,14,6.8
"The Goods: Live Hard, Sell Hard",14-Aug-09,Comedy,10,9,4,39,17,13,22,5.7
Spread,14-Aug-09,"Drama,Comedy,Romance",8,3,2,43,10,7,8,5.4
The Time Traveler's Wife,14-Aug-09,"Drama,Mystery,Fantasy,Romance",17,5,9,47,33,8,110,7.8
Bandslam,14-Aug-09,"Drama,Comedy,Romance,Music,Family",4,0,16,66,7,9,28,6.6
It Might Get Loud,14-Aug-09,"Music,Documentary",5,1,21,70,3,1,27,8.3
District 9,14-Aug-09,"Action,Sci-Fi,Thriller",6,0,30,81,122,135,1191,8.1
Taxidermia,14-Aug-09,"Drama,Horror,Comedy",2,0,7,83,5,1,15,7.5
Ponyo,14-Aug-09,"Adventure,Fantasy,Animation,Family",2,0,27,86,42,21,234,7.7
G.I. Joe: The Rise of Cobra,7-Aug-09,"Action,Adventure,Sci-Fi,Thriller",7,12,6,32,102,125,151,5.3
Paper Heart,7-Aug-09,"Drama,Comedy,Romance",11,3,11,54,9,14,19,5.5
A Perfect Getaway,7-Aug-09,"Drama,Mystery,Thriller",4,0,18,63,36,18,58,6.2
Julie & Julia,7-Aug-09,"Biography,Drama,Comedy,Romance",8,0,26,66,34,17,137,7.3
Cold Souls,7-Aug-09,"Drama,Comedy",5,0,23,69,10,7,13,5.8
Beeswax,7-Aug-09,"Drama,Comedy",4,0,11,69,1,1,5,6.6
Bliss,7-Aug-09,Drama,4,0,3,71,1,0,5,8.2
The Collector,31-Jul-09,"Thriller,Horror,Crime",4,6,1,29,17,18,56,6.6
Aliens in the Attic,31-Jul-09,"Adventure,Sci-Fi,Fantasy,Family",3,4,3,42,18,12,20,5.7
Funny People,31-Jul-09,"Drama,Comedy",12,2,22,60,59,44,139,6.5
Thirst,31-Jul-09,"Drama,Horror,Romance",4,0,17,73,13,2,37,7.3
Flame and Citron,31-Jul-09,"Drama,History,Thriller,Crime,War",1,0,19,74,3,1,25,8.5
Lorna's Silence,31-Jul-09,Drama,0,0,24,80,4,2,13,6.9
The Cove,31-Jul-09,"Drama,Documentary",0,0,26,84,6,8,86,8.2
Adam,29-Jul-09,"Drama,Comedy,Romance",10,1,16,56,6,2,50,8.0
The Ugly Truth,24-Jul-09,"Comedy,Romance",12,17,2,28,39,48,61,5.2
Shrink,24-Jul-09,Drama,15,4,2,40,5,4,10,6.1
G-Force,24-Jul-09,"Action,Adventure,Fantasy,Comedy,Family",13,4,2,41,28,39,28,4.5
Orphan,24-Jul-09,"Drama,Thriller,Horror",11,7,7,42,40,21,460,8.8
The Answer Man,24-Jul-09,"Comedy,Romance",13,1,2,44,1,0,10,7.8
In the Loop,24-Jul-09,Comedy,1,0,30,83,11,8,94,7.9
(500) Days of Summer,17-Jul-09,"Drama,Comedy,Romance",3,0,33,76,73,47,710,8.1
Harry Potter and the Half-Blood Prince,15-Jul-09,"Action,Adventure,Mystery,Fantasy,Romance,Family",5,0,31,78,217,138,814,7.2
Blood: The Last Vampire,10-Jul-09,"Action,Thriller,Fantasy,Horror",5,7,1,28,5,6,11,6.1
"I Love You, Beth Cooper",10-Jul-09,Comedy,12,15,3,32,15,20,88,7.8
Bruno,10-Jul-09,Comedy,12,6,16,54,67,105,187,5.8
"Yoo-Hoo, Mrs. Goldberg",10-Jul-09,"Biography,Documentary",3,0,17,69,3,2,6,6.5
Humpday,10-Jul-09,Comedy,2,1,22,74,2,3,12,6.8
I Hate Valentine's Day,3-Jul-09,"Comedy,Romance",3,10,0,17,4,11,7,4.2
Ice Age: Dawn of the Dinosaurs,1-Jul-09,"Action,Adventure,Comedy,Romance,Animation,Family",19,1,5,50,80,20,147,6.9
Public Enemies,1-Jul-09,"Biography,Drama,History,Thriller,Romance,Crime",11,0,24,70,91,52,310,7.2
The Beaches of Agnès,1-Jul-09,"Biography,Documentary",0,0,19,86,3,2,10,7.0
Surveillance,26-Jun-09,"Drama,Mystery,Thriller,Crime",6,5,1,31,2,8,10,5.5
The Stoning of Soraya M.,26-Jun-09,"Drama,Crime",9,3,8,50,0,11,73,8.5
Quiet Chaos,26-Jun-09,"Drama,Romance",4,1,2,51,0,1,3,6.3
My Sister's Keeper,26-Jun-09,Drama,18,2,8,51,26,18,58,6.4
Chéri,26-Jun-09,"Drama,Romance",11,0,16,63,6,4,12,6.5
Afghan Star,26-Jun-09,"Music,Documentary",1,0,16,78,3,0,4,7.6
The Hurt Locker,26-Jun-09,"Action,Drama,Thriller,War",1,0,36,95,159,234,1071,7.3
Transformers: Revenge of the Fallen,24-Jun-09,"Action,Adventure,Sci-Fi,Thriller",11,16,5,35,323,587,675,5.3
Year One,19-Jun-09,"Adventure,Comedy",8,14,6,34,48,72,60,4.7
Whatever Works,19-Jun-09,"Comedy,Romance",16,5,10,45,11,24,68,6.4
The Proposal,19-Jun-09,"Drama,Comedy,Romance",13,5,12,48,48,25,120,6.7
Dead Snow,19-Jun-09,"Thriller,Horror,Comedy",8,0,8,61,21,15,61,6.5
Under Our Skin,19-Jun-09,Documentary,4,0,9,63,0,1,4,7.2
$9.99 ,19-Jun-09,"Drama,Animation",3,0,12,68,3,3,13,6.6
The End of the Line,19-Jun-09,Documentary,1,0,9,68,2,1,6,7.7
Imagine That,12-Jun-09,"Drama,Fantasy,Comedy,Family",8,3,12,54,7,8,17,5.6
The Taking of Pelham 1 2 3,12-Jun-09,"Action,Thriller,Crime",11,4,19,55,63,23,83,6.4
Moon,12-Jun-09,"Sci-Fi,Drama,Mystery,Thriller",3,2,24,67,31,9,441,8.4
"Food, Inc.",12-Jun-09,Documentary,0,1,27,80,7,3,65,8.2
Tetro,11-Jun-09,"Drama,Mystery",8,0,18,65,7,6,18,6.6
Downloading Nancy,5-Jun-09,"Drama,Thriller",1,10,0,19,0,2,6,7.5
Land of the Lost,5-Jun-09,"Adventure,Sci-Fi,Comedy",12,16,4,32,34,66,62,5.0
My Life in Ruins,5-Jun-09,"Comedy,Romance",13,10,2,34,4,8,22,7.1
Tennessee,5-Jun-09,Drama,4,2,2,42,3,1,9,7.7
Away We Go,5-Jun-09,"Drama,Comedy,Romance",11,3,19,58,13,13,62,6.9
The Hangover,5-Jun-09,"Comedy,Crime",4,1,26,73,110,93,796,7.8
Séraphine,5-Jun-09,"Biography,Drama,War",0,0,22,84,1,2,11,7.5
What Goes Up,29-May-09,Drama,2,8,0,22,1,2,8,7.6
Pontypool,29-May-09,"Thriller,Horror",8,0,3,54,12,7,31,6.8
Departures,29-May-09,"Drama,Comedy,Music",7,0,20,68,3,6,51,7.9
Drag Me to Hell,29-May-09,"Thriller,Horror",2,0,30,83,98,123,707,7.9
Up,29-May-09,"Adventure,Drama,Comedy,Animation,Family",3,0,34,88,69,26,1195,8.8
Dance Flick,22-May-09,"Action,Comedy,Music",8,5,4,40,12,23,10,4.0
Night at the Museum: Battle of the Smithsonian,22-May-09,"Action,Adventure,Fantasy,Comedy,Family",18,9,4,42,86,30,51,5.6
Easy Virtue,22-May-09,"Comedy,Romance",13,2,11,58,7,3,17,7.0
The Girlfriend Experience,22-May-09,Drama,7,1,18,66,12,6,11,5.9
The Boys: The Sherman Brothers' Story,22-May-09,Documentary,0,0,9,78,0,3,7,6.9
O'Horten,22-May-09,"Drama,Comedy",1,0,17,78,1,3,10,7.2
Terminator Salvation,21-May-09,"Action,Adventure,Sci-Fi,Thriller",23,7,16,49,253,147,364,6.1
Burma VJ: Reporter i et lukket land,20-May-09,"History,Thriller,Crime,Documentary",1,0,12,82,1,1,9,8.4
Angels & Demons,15-May-09,"Mystery,Thriller",23,3,10,48,106,49,143,6.2
Management,15-May-09,"Comedy,Romance",15,4,7,50,9,7,11,6.0
The Brothers Bloom,15-May-09,"Adventure,Drama,Comedy,Romance",12,1,13,55,20,13,149,8.6
Big Man Japan,15-May-09,"Sci-Fi,Comedy",4,1,8,62,2,4,7,5.2
Summer Hours,15-May-09,"Drama,Family",1,0,30,85,4,8,29,7.0
Little Ashes,8-May-09,"Biography,Drama",13,4,3,41,0,2,22,8.0
Next Day Air,8-May-09,"Action,Comedy,Crime",11,5,4,46,8,5,9,6.0
Julia,8-May-09,"Drama,Thriller,Crime",4,2,8,62,2,0,18,8.4
Outrage,8-May-09,Documentary,6,0,14,64,2,0,8,8.2
Star Trek,7-May-09,"Action,Adventure,Sci-Fi",3,0,43,82,126,143,1259,7.9
Ghosts of Girlfriends Past,1-May-09,"Fantasy,Comedy,Romance",11,11,7,34,26,17,94,7.9
